Date,Area Name,Road/Intersection Name,Traffic Volume,Average Speed,Travel Time Index,Congestion Level,Road Capacity Utilization,Incident Reports,Environmental Impact,Public Transport Usage,Traffic Signal Compliance,Parking Usage,Pedestrian and Cyclist Count,Weather Conditions,Roadwork and Construction Activity,Ward,Searches,Searches which got estimate,Searches for Quotes,Searches which got Quotes,Bookings,Completed Trips,Search-to-estimate Rate,Estimate-to-search for quotes Rate,Quote Acceptance Rate,Quote-to-booking Rate,Cancelled Bookings,Booking Cancellation Rate,Conversion Rate,Drivers' Earnings,Average Distance per Trip (km),Average Fare per Trip,Distance Travelled (km),latitude,longitude,h3_index,year,month,day,day_of_week,hour,is_weekend,time_bucket,demand_supply_ratio,booking_success_rate,search_conversion_rate,cancellation_rate_numeric,earnings_per_trip,unfulfilled_demand,congestion_change,traffic_volume_pct_change,speed_variance,capacity_category,Traffic Volume_rolling_mean_3,Traffic Volume_rolling_max_3,Traffic Volume_rolling_mean_6,Traffic Volume_rolling_max_6,Traffic Volume_rolling_mean_12,Traffic Volume_rolling_max_12,Traffic Volume_rolling_mean_24,Traffic Volume_rolling_max_24,Searches_rolling_mean_3,Searches_rolling_max_3,Searches_rolling_mean_6,Searches_rolling_max_6,Searches_rolling_mean_12,Searches_rolling_max_12,Searches_rolling_mean_24,Searches_rolling_max_24,Completed Trips_rolling_mean_3,Completed Trips_rolling_max_3,Completed Trips_rolling_mean_6,Completed Trips_rolling_max_6,Completed Trips_rolling_mean_12,Completed Trips_rolling_max_12,Completed Trips_rolling_mean_24,Completed Trips_rolling_max_24,Congestion Level_rolling_mean_3,Congestion Level_rolling_max_3,Congestion Level_rolling_mean_6,Congestion Level_rolling_max_6,Congestion Level_rolling_mean_12,Congestion Level_rolling_max_12,Congestion Level_rolling_mean_24,Congestion Level_rolling_max_24,Searches_lag_1,Searches_lag_3,Searches_lag_6,Searches_lag_12,Completed Trips_lag_1,Completed Trips_lag_3,Completed Trips_lag_6,Completed Trips_lag_12,Congestion Level_lag_1,Congestion Level_lag_3,Congestion Level_lag_6,Congestion Level_lag_12,hour_category,is_rush_hour,hour_sin,hour_cos,demand_anomaly,traffic_anomaly,congestion_anomaly,any_anomaly,weather_encoded,weather_severity,has_roadwork,has_incidents
2022-01-01,koramangala,Sony World Junction,60874,43.817610389486106,1.5,100.0,100.0,1,171.748,32.7731231534285,75.54709158757927,63.5674515886948,111,Clear,No,koramangala,1169452.0,1158300.0,994218.0,528008.0,515062.0,334904.0,99.1,85.8,53.1,97.5,180001.0,34.9,28.6,44596808.0,6.97,128.74,2437405.0,12.92004,77.62546,89618925c9bffff,2022,1,1,5,0,1,2022-01-01,3.491902157036046,0.6502207501232862,0.4404302185981126,0.3494744322042783,133.16296013185868,834548.0,0.0,0.0,0.0,critical,60874.0,60874.0,60874.0,60874.0,60874.0,60874.0,60874.0,60874.0,1169452.0,1169452.0,1169452.0,1169452.0,1169452.0,1169452.0,1169452.0,1169452.0,334904.0,334904.0,334904.0,334904.0,334904.0,334904.0,334904.0,334904.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1169452.0,1169452.0,1169452.0,1169452.0,334904.0,334904.0,334904.0,334904.0,100.0,100.0,100.0,100.0,night,0,0.0,1.0,0,0,0,0,0,0,0,1
2022-01-01,koramangala,Sarjapur Road,57292,41.11676288840868,1.5,100.0,100.0,3,164.584,35.09260099809909,64.63476238100519,93.15517129377967,104,Clear,No,koramangala,1169452.0,1158300.0,994218.0,528008.0,515062.0,334904.0,99.1,85.8,53.1,97.5,180001.0,34.9,28.6,44596808.0,6.97,128.74,2437405.0,12.92004,77.62546,89618925c9bffff,2022,1,1,5,0,1,2022-01-01,3.491902157036046,0.6502207501232862,0.4404302185981126,0.3494744322042783,133.16296013185868,834548.0,0.0,-0.05884285573479642,1.9097875829625919,critical,59083.0,60874.0,59083.0,60874.0,59083.0,60874.0,59083.0,60874.0,1169452.0,1169452.0,1169452.0,1169452.0,1169452.0,1169452.0,1169452.0,1169452.0,334904.0,334904.0,334904.0,334904.0,334904.0,334904.0,334904.0,334904.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1169452.0,1169452.0,1169452.0,1169452.0,334904.0,334904.0,334904.0,334904.0,100.0,100.0,100.0,100.0,night,0,0.0,1.0,0,0,0,0,0,0,0,1
2022-01-02,koramangala,Sarjapur Road,29106,43.56398794323472,1.5,90.40985493372185,100.0,3,108.212,53.05050586894188,99.60215400417052,57.0042007618262,100,Fog,No,koramangala,1169452.0,1158300.0,994218.0,528008.0,515062.0,334904.0,99.1,85.8,53.1,97.5,180001.0,34.9,28.6,44596808.0,6.97,128.74,2437405.0,12.92004,77.62546,89618925c9bffff,2022,1,2,6,0,1,2022-01-02,3.491902157036046,0.6502207501232862,0.4404302185981126,0.3494744322042783,133.16296013185868,834548.0,-9.590145066278154,-0.491970955805348,1.4915211496034875,critical,49090.666666666664,60874.0,49090.666666666664,60874.0,49090.666666666664,60874.0,49090.666666666664,60874.0,1169452.0,1169452.0,1169452.0,1169452.0,1169452.0,1169452.0,1169452.0,1169452.0,334904.0,334904.0,334904.0,334904.0,334904.0,334904.0,334904.0,334904.0,96.80328497790727,100.0,96.80328497790727,100.0,96.80328497790727,100.0,96.80328497790727,100.0,1169452.0,1169452.0,1169452.0,1169452.0,334904.0,334904.0,334904.0,334904.0,100.0,100.0,100.0,100.0,night,0,0.0,1.0,0,0,0,0,3,1,0,1
2022-01-03,koramangala,Sony World Junction,51459,27.326524371119504,1.5,100.0,100.0,0,152.918,29.667423271456123,98.01645936306237,94.51318919454582,99,Clear,No,koramangala,1169452.0,1158300.0,994218.0,528008.0,515062.0,334904.0,99.1,85.8,53.1,97.5,180001.0,34.9,28.6,44596808.0,6.97,128.74,2437405.0,12.92004,77.62546,89618925c9bffff,2022,1,3,0,0,0,2022-01-03,3.491902157036046,0.6502207501232862,0.4404302185981126,0.3494744322042783,133.16296013185868,834548.0,9.590145066278154,0.7679859822716966,8.754187684459586,critical,45952.333333333336,57292.0,49682.75,60874.0,49682.75,60874.0,49682.75,60874.0,1169452.0,1169452.0,1169452.0,1169452.0,1169452.0,1169452.0,1169452.0,1169452.0,334904.0,334904.0,334904.0,334904.0,334904.0,334904.0,334904.0,334904.0,96.80328497790727,100.0,97.60246373343045,100.0,97.60246373343045,100.0,97.60246373343045,100.0,1169452.0,1169452.0,1169452.0,1169452.0,334904.0,334904.0,334904.0,334904.0,90.40985493372185,100.0,100.0,100.0,night,0,0.0,1.0,0,0,0,0,0,0,0,0
2022-01-03,koramangala,Sarjapur Road,28481,36.50393786476208,1.5,100.0,100.0,2,106.962,66.96565137948642,87.38924690215518,58.130846967244565,116,Overcast,No,koramangala,1169452.0,1158300.0,994218.0,528008.0,515062.0,334904.0,99.1,85.8,53.1,97.5,180001.0,34.9,28.6,44596808.0,6.97,128.74,2437405.0,12.92004,77.62546,89618925c9bffff,2022,1,3,0,0,0,2022-01-03,3.491902157036046,0.6502207501232862,0.4404302185981126,0.3494744322042783,133.16296013185868,834548.0,0.0,-0.44653024738141045,8.141707937114132,critical,36348.666666666664,51459.0,45442.4,60874.0,45442.4,60874.0,45442.4,60874.0,1169452.0,1169452.0,1169452.0,1169452.0,1169452.0,1169452.0,1169452.0,1169452.0,334904.0,334904.0,334904.0,334904.0,334904.0,334904.0,334904.0,334904.0,96.80328497790727,100.0,98.08197098674437,100.0,98.08197098674437,100.0,98.08197098674437,100.0,1169452.0,1169452.0,1169452.0,1169452.0,334904.0,334904.0,334904.0,334904.0,100.0,100.0,100.0,100.0,night,0,0.0,1.0,0,0,0,0,1,0,0,1
2022-01-04,koramangala,Sony World Junction,28369,29.40974506766144,1.5,86.33738400847444,100.0,1,106.738,35.498890273365284,80.13669083419427,84.51974143146826,104,Overcast,No,koramangala,1169452.0,1158300.0,994218.0,528008.0,515062.0,334904.0,99.1,85.8,53.1,97.5,180001.0,34.9,28.6,44596808.0,6.97,128.74,2437405.0,12.92004,77.62546,89618925c9bffff,2022,1,4,1,0,0,2022-01-04,3.491902157036046,0.6502207501232862,0.4404302185981126,0.3494744322042783,133.16296013185868,834548.0,-13.662615991525556,-0.003932446192198347,4.81131129641787,critical,36103.0,51459.0,42596.833333333336,60874.0,42596.833333333336,60874.0,42596.833333333336,60874.0,1169452.0,1169452.0,1169452.0,1169452.0,1169452.0,1169452.0,1169452.0,1169452.0,334904.0,334904.0,334904.0,334904.0,334904.0,334904.0,334904.0,334904.0,95.44579466949148,100.0,96.12453982369938,100.0,96.12453982369938,100.0,96.12453982369938,100.0,1169452.0,1169452.0,1169452.0,1169452.0,334904.0,334904.0,334904.0,334904.0,100.0,90.40985493372185,100.0,100.0,night,0,0.0,1.0,0,0,0,0,1,0,0,1
2022-01-04,koramangala,Sarjapur Road,31228,42.57507710047305,1.5,97.78375372046088,100.0,2,112.456,35.82395476988407,78.50138864532592,87.37354690668784,73,Fog,No,koramangala,1169452.0,1158300.0,994218.0,528008.0,515062.0,334904.0,99.1,85.8,53.1,97.5,180001.0,34.9,28.6,44596808.0,6.97,128.74,2437405.0,12.92004,77.62546,89618925c9bffff,2022,1,4,1,0,0,2022-01-04,3.491902157036046,0.6502207501232862,0.4404302185981126,0.3494744322042783,133.16296013185868,834548.0,11.446369711986435,0.10077901935210964,6.589287652394604,critical,29359.333333333332,31228.0,37655.833333333336,57292.0,40972.71428571428,60874.0,40972.71428571428,60874.0,1169452.0,1169452.0,1169452.0,1169452.0,1169452.0,1169452.0,1169452.0,1169452.0,334904.0,334904.0,334904.0,334904.0,334904.0,334904.0,334904.0,334904.0,94.7070459096451,100.0,95.75516544377619,100.0,96.36157038037959,100.0,96.36157038037959,100.0,1169452.0,1169452.0,1169452.0,1169452.0,334904.0,334904.0,334904.0,334904.0,86.33738400847444,100.0,100.0,100.0,night,0,0.0,1.0,0,0,0,0,3,1,0,1
2022-01-05,koramangala,Sony World Junction,58920,25.21236284217693,1.5,100.0,100.0,2,167.84,54.88033430197081,87.75793777868401,77.13622216737981,92,Clear,No,koramangala,1169452.0,1158300.0,994218.0,528008.0,515062.0,334904.0,99.1,85.8,53.1,97.5,180001.0,34.9,28.6,44596808.0,6.97,128.74,2437405.0,12.92004,77.62546,89618925c9bffff,2022,1,5,2,0,0,2022-01-05,3.491902157036046,0.6502207501232862,0.4404302185981126,0.3494744322042783,133.16296013185868,834548.0,2.2162462795391207,0.8867682848725502,9.059137481904015,critical,39505.666666666664,58920.0,37927.166666666664,58920.0,43216.125,60874.0,43216.125,60874.0,1169452.0,1169452.0,1169452.0,1169452.0,1169452.0,1169452.0,1169452.0,1169452.0,334904.0,334904.0,334904.0,334904.0,334904.0,334904.0,334904.0,334904.0,94.7070459096451,100.0,95.75516544377619,100.0,96.81637408283214,100.0,96.81637408283214,100.0,1169452.0,1169452.0,1169452.0,1169452.0,334904.0,334904.0,334904.0,334904.0,97.78375372046088,100.0,100.0,100.0,night,0,0.0,1.0,0,0,0,0,0,0,0,1
2022-01-05,koramangala,Sarjapur Road,46963,34.44415329089545,1.5,100.0,100.0,2,143.926,71.0486736260906,97.28473129934449,78.25665917946044,106,Clear,No,koramangala,1169452.0,1158300.0,994218.0,528008.0,515062.0,334904.0,99.1,85.8,53.1,97.5,180001.0,34.9,28.6,44596808.0,6.97,128.74,2437405.0,12.92004,77.62546,89618925c9bffff,2022,1,5,2,0,0,2022-01-05,3.491902157036046,0.6502207501232862,0.4404302185981126,0.3494744322042783,133.16296013185868,834548.0,0.0,-0.20293618465716223,8.687171800049454,critical,45703.666666666664,58920.0,40903.333333333336,58920.0,43632.444444444445,60874.0,43632.444444444445,60874.0,1169452.0,1169452.0,1169452.0,1169452.0,1169452.0,1169452.0,1169452.0,1169452.0,334904.0,334904.0,334904.0,334904.0,334904.0,334904.0,334904.0,334904.0,99.26125124015363,100.0,97.35352295482255,100.0,97.17011029585079,100.0,97.17011029585079,100.0,1169452.0,1169452.0,1169452.0,1169452.0,334904.0,334904.0,334904.0,334904.0,100.0,86.33738400847444,90.40985493372185,100.0,night,0,0.0,1.0,0,0,0,0,0,0,0,1
2022-01-06,koramangala,Sony World Junction,61024,44.82690983945514,1.5,100.0,100.0,2,172.048,36.81969697746482,80.75670821131351,52.34829833875276,89,Clear,No,koramangala,1169452.0,1158300.0,994218.0,528008.0,515062.0,334904.0,99.1,85.8,53.1,97.5,180001.0,34.9,28.6,44596808.0,6.97,128.74,2437405.0,12.92004,77.62546,89618925c9bffff,2022,1,6,3,0,0,2022-01-06,3.491902157036046,0.6502207501232862,0.4404302185981126,0.3494744322042783,133.16296013185868,834548.0,0.0,0.2994059152950195,9.812900032985036,critical,55635.666666666664,61024.0,42497.5,61024.0,45371.6,61024.0,45371.6,61024.0,1169452.0,1169452.0,1169452.0,1169452.0,1169452.0,1169452.0,1169452.0,1169452.0,334904.0,334904.0,334904.0,334904.0,334904.0,334904.0,334904.0,334904.0,100.0,100.0,97.35352295482255,100.0,97.45309926626571,100.0,97.45309926626571,100.0,1169452.0,1169452.0,1169452.0,1169452.0,334904.0,334904.0,334904.0,334904.0,100.0,97.78375372046088,100.0,100.0,night,0,0.0,1.0,0,0,0,0,0,0,0,1
